step,id,x,y,z
23,8,0.494821,0.48416,0.507396
23,9,0.507369,0.498214,0.508273
23,10,0.499436,0.483365,0.508724
23,11,0.502492,0.486434,0.51174
23,12,0.514353,0.492548,0.494499
23,13,0.4946,0.502332,0.502256
23,14,0.528245,0.527482,0.501736
23,15,0.495963,0.50912,0.472885
23,16,0.513942,0.505923,0.500634
23,17,0.499808,0.487456,0.500852
23,18,0.496364,0.518679,0.500612
23,19,0.504134,0.491153,0.507618
23,20,0.501268,0.473743,0.479068
23,21,0.488636,0.508121,0.532852
23,22,0.501904,0.503547,0.503474
23,23,0.486218,0.528052,0.481184
23,24,0.496756,0.509119,0.517213
23,25,0.477897,0.492993,0.500684
23,26,0.476215,0.510624,0.483846
23,27,0.498644,0.501274,0.499244
23,28,0.49934,0.496553,0.507248
23,29,0.500332,0.510874,0.507913
23,30,0.50755,0.500228,0.501544
23,31,0.502301,0.495971,0.486399
23,32,0.517887,0.514196,0.530041
23,33,0.495909,0.546005,0.521169
23,34,0.467872,0.489094,0.499946
23,35,0.484977,0.49942,0.513194
23,36,0.504383,0.498332,0.508343
23,37,0.500597,0.48752,0.507627
23,38,0.502626,0.491382,0.506081
23,39,0.500402,0.536599,0.489228
23,40,0.534107,0.536278,0.501181
23,41,0.493102,0.486701,0.497747
23,42,0.505132,0.499255,0.509966
23,43,0.495828,0.498263,0.50915
23,44,0.492976,0.50553,0.487101
23,45,0.507452,0.48637,0.499226
23,46,0.493098,0.496674,0.511804
23,47,0.494989,0.506073,0.488943
23,48,0.501836,0.496227,0.504291
23,49,0.505984,0.490742,0.499978
23,50,0.502438,0.492013,0.503726
23,51,0.503104,0.548178,0.500404
23,52,0.515557,0.50806,0.506574
23,53,0.514088,0.490493,0.498918
23,54,0.499834,0.514529,0.503906
23,55,0.502672,0.481992,0.506219
23,56,0.514739,0.493542,0.493289
23,57,0.523882,0.524761,0.515382
23,58,0.510137,0.498574,0.498512
23,59,0.517348,0.554324,0.477373
23,60,0.483827,0.550664,0.488156
23,61,0.526111,0.535615,0.519569
23,62,0.507321,0.497549,0.500726
23,63,0.492779,0.513519,0.500421
23,64,0.523851,0.515863,0.488477
23,65,0.499906,0.469216,0.533123
23,66,0.487029,0.471409,0.487886
23,67,0.506758,0.509401,0.500733
23,68,0.506632,0.534369,0.520049
23,69,0.500104,0.486414,0.5296
23,70,0.492774,0.496019,0.505508
23,71,0.467981,0.538268,0.494528
23,72,0.512616,0.499076,0.505555
23,73,0.504047,0.498277,0.507673
23,74,0.506576,0.492232,0.503814
23,75,0.529977,0.507834,0.504645
23,76,0.509857,0.515585,0.505817
23,77,0.500085,0.48633,0.502058
23,78,0.489045,0.501544,0.497357
23,79,0.499983,0.502758,0.502604
23,80,0.499829,0.499151,0.49799
23,81,0.486288,0.474082,0.502374
23,82,0.465577,0.447205,0.517797
23,83,0.505863,0.489476,0.502308
23,84,0.504478,0.490171,0.500884
23,85,0.510668,0.493677,0.499732
23,86,0.500627,0.489791,0.510287
23,87,0.495908,0.505737,0.509235
23,88,0.518977,0.500942,0.501172
23,89,0.490752,0.508373,0.489843
23,90,0.507381,0.504171,0.500971
23,91,0.489238,0.495671,0.519802
23,92,0.494534,0.467721,0.532122
23,93,0.504484,0.505508,0.507752
23,94,0.584658,0.512227,0.518596
23,95,0.483934,0.494382,0.499276
23,96,0.506367,0.492394,0.499243
23,97,0.488558,0.49768,0.501807
23,98,0.474856,0.507814,0.495777
23,99,0.51698,0.504614,0.511861
24,0,0.494371,0.487892,0.50963
24,1,0.519577,0.496919,0.516823
24,2,0.49598,0.492668,0.494594
24,3,0.501434,0.49628,0.499655
24,4,0.494417,0.481857,0.508209
24,5,0.496639,0.534656,0.536389
24,6,0.492101,0.493007,0.502192
24,7,0.507301,0.492405,0.50433
24,8,0.495307,0.483661,0.50791
24,9,0.50788,0.499169,0.509374
24,10,0.499239,0.482044,0.509252
24,11,0.502899,0.486693,0.51192
24,12,0.51464,0.491452,0.494427
24,13,0.494638,0.502018,0.502469
24,14,0.527978,0.526985,0.501233
24,15,0.496037,0.50915,0.473149
24,16,0.51451,0.506347,0.50048
24,17,0.499841,0.487973,0.500676
24,18,0.496869,0.518908,0.50071
24,19,0.504658,0.491342,0.507975
24,20,0.501558,0.472999,0.478774
24,21,0.488615,0.508643,0.53371
24,22,0.501533,0.503496,0.503427
24,23,0.485919,0.528846,0.480656
24,24,0.49768,0.509221,0.518382
24,25,0.477349,0.493326,0.50092
24,26,0.475527,0.510863,0.483552
24,27,0.499304,0.502754,0.498508
24,28,0.499306,0.496523,0.507286
24,29,0.499948,0.510635,0.507294
24,30,0.507506,0.500511,0.501843
24,31,0.502352,0.495557,0.486783
24,32,0.517084,0.514078,0.529755
24,33,0.495829,0.547588,0.521677
24,34,0.466295,0.488836,0.49998
24,35,0.484821,0.498384,0.51346
24,36,0.504258,0.498394,0.507952
24,37,0.499803,0.487299,0.507409
24,38,0.502381,0.491139,0.505445
24,39,0.500077,0.537508,0.489078
24,40,0.535255,0.537414,0.501329
24,41,0.49376,0.48705,0.498657
24,42,0.505452,0.498827,0.509996
24,43,0.495644,0.498355,0.509153
24,44,0.493385,0.505986,0.486867
24,45,0.508221,0.486588,0.498946
24,46,0.493976,0.497499,0.512393
24,47,0.494614,0.506279,0.489461
24,48,0.501458,0.495866,0.503926
24,49,0.506012,0.490141,0.500149
24,50,0.502929,0.490728,0.503546
24,51,0.503158,0.549585,0.500303
24,52,0.515157,0.508413,0.506745
24,53,0.514887,0.489404,0.499055
24,54,0.500092,0.514306,0.503971
24,55,0.502953,0.481215,0.506386
24,56,0.514488,0.493653,0.493508
24,57,0.524174,0.525278,0.51557
24,58,0.510247,0.498266,0.498606
24,59,0.518126,0.55625,0.476886
24,60,0.483235,0.552406,0.48774
24,61,0.526931,0.536819,0.520059
24,62,0.507243,0.497578,0.500388
24,63,0.49218,0.513677,0.500891
24,64,0.524548,0.516373,0.488511
24,65,0.499975,0.468092,0.533963
24,66,0.487011,0.471114,0.487734
24,67,0.507336,0.509599,0.501565
24,68,0.507063,0.535342,0.520417
24,69,0.500005,0.486939,0.530761
24,70,0.49336,0.495761,0.505858
24,71,0.466723,0.539212,0.494338
24,72,0.51314,0.499444,0.505252
24,73,0.504134,0.498175,0.506821
24,74,0.507211,0.492426,0.504211
24,75,0.530663,0.507916,0.504817
24,76,0.510115,0.515691,0.505716
24,77,0.501191,0.485426,0.502812
24,78,0.48843,0.501693,0.497403
24,79,0.499996,0.501885,0.502755
24,80,0.500633,0.499252,0.498686
24,81,0.485859,0.47365,0.502601
24,82,0.464371,0.445257,0.518437
24,83,0.504765,0.489215,0.502384
24,84,0.504409,0.490388,0.501841
24,85,0.510341,0.493592,0.500533
24,86,0.500813,0.489596,0.51063
24,87,0.496038,0.506133,0.509067
24,88,0.51892,0.500735,0.501465
24,89,0.490745,0.509114,0.490158
24,90,0.506654,0.503538,0.500862
24,91,0.489982,0.495674,0.519833
24,92,0.494337,0.468205,0.531756
24,93,0.504515,0.504834,0.507971
24,94,0.58423,0.512231,0.518404
24,95,0.48317,0.493669,0.499864
24,96,0.506059,0.492244,0.499619
24,97,0.489258,0.497117,0.501768
24,98,0.473309,0.508475,0.496036
24,99,0.516869,0.50487,0.511864
25,0,0.494377,0.486849,0.50846
25,1,0.519933,0.497522,0.51731
25,2,0.495531,0.492593,0.495081
25,3,0.501724,0.49605,0.499762
25,4,0.493817,0.481591,0.508052
25,5,0.497346,0.534433,0.536159
25,6,0.492754,0.493167,0.502278
25,7,0.507234,0.492038,0.504966
25,8,0.495819,0.483225,0.508418
25,9,0.50835,0.500121,0.510402
25,10,0.499063,0.48078,0.509751
25,11,0.503283,0.487002,0.512017
25,12,0.514877,0.4904,0.494395
25,13,0.494727,0.501657,0.50268
25,14,0.527697,0.526473,0.500734
25,15,0.496112,0.509173,0.473438
25,16,0.515016,0.506732,0.500326
25,17,0.49995,0.488543,0.500509
25,18,0.497388,0.519085,0.500808
25,19,0.505161,0.491589,0.508296
25,20,0.501845,0.472273,0.478498
25,21,0.488602,0.509158,0.534548
25,22,0.501149,0.503378,0.503382
25,23,0.485628,0.529627,0.48014
25,24,0.498614,0.509298,0.519517
25,25,0.476859,0.493663,0.501154
25,26,0.474855,0.511097,0.483273
25,27,0.499987,0.504199,0.497812
25,28,0.49934,0.496489,0.507331
25,29,0.499571,0.510335,0.506674
25,30,0.507447,0.500727,0.502145
25,31,0.502397,0.495146,0.487248
25,32,0.516267,0.513952,0.529447
25,33,0.495752,0.549157,0.52218
25,34,0.46474,0.488583,0.500018
25,35,0.484727,0.497349,0.513693
25,36,0.504111,0.498444,0.507514
25,37,0.499037,0.487142,0.5072
25,38,0.502116,0.49097,0.504816
25,39,0.499751,0.5384,0.488936
25,40,0.53639,0.538537,0.501479
25,41,0.49446,0.487444,0.499625
25,42,0.50575,0.498387,0.509936
25,43,0.495499,0.498443,0.509092
25,44,0.493805,0.506427,0.486687
25,45,0.508939,0.486851,0.498706
25,46,0.494895,0.498319,0.512919
25,47,0.49425,0.506469,0.490033
25,48,0.501063,0.495485,0.503557
25,49,0.506021,0.489614,0.500328
25,50,0.503401,0.489517,0.503374
25,51,0.503211,0.550978,0.500203
25,52,0.514718,0.508721,0.506917
25,53,0.515635,0.488359,0.499232
25,54,0.500363,0.514016,0.504036
25,55,0.503219,0.480542,0.506558
25,56,0.514174,0.493749,0.493781
25,57,0.524454,0.525787,0.515747
25,58,0.510293,0.497943,0.498753
25,59,0.518901,0.558167,0.476403
25,60,0.482647,0.554138,0.487326
25,61,0.527742,0.538008,0.520541
25,62,0.507147,0.497587,0.500047
25,63,0.491617,0.513789,0.501358
25,64,0.52523,0.516873,0.488558
25,65,0.500041,0.466979,0.534791
25,66,0.487005,0.470841,0.487599
25,67,0.507905,0.509724,0.502398
25,68,0.507494,0.5363,0.520776
25,69,0.499905,0.487473,0.531888
25,70,0.494014,0.495499,0.506215
25,71,0.465475,0.540148,0.49415
25,72,0.513571,0.499814,0.504936
25,73,0.504204,0.498053,0.505967
25,74,0.507828,0.492601,0.504606
25,75,0.531317,0.507986,0.50499
25,76,0.510355,0.515754,0.505615
25,77,0.502278,0.484597,0.503573
25,78,0.487864,0.501824,0.497473
25,79,0.500028,0.500956,0.502907
25,80,0.501433,0.499345,0.499465
25,81,0.48545,0.473251,0.502829
25,82,0.463171,0.443316,0.519077
25,83,0.503647,0.489029,0.502468
25,84,0.504321,0.490679,0.502806
25,85,0.509921,0.49351,0.501324
25,86,0.500975,0.489449,0.510888
25,87,0.496201,0.506486,0.508848
25,88,0.518805,0.500515,0.501765
25,89,0.490757,0.509833,0.490498
25,90,0.505913,0.502838,0.500755
25,91,0.490758,0.495678,0.519818
25,92,0.494144,0.468702,0.531379
25,93,0.50453,0.504111,0.508123
25,94,0.583796,0.512235,0.51821
25,95,0.482457,0.49296,0.500463
25,96,0.50575,0.492118,0.500076
25,97,0.49003,0.496558,0.501734
25,98,0.471788,0.509127,0.496298
25,99,0.516715,0.505115,0.511842
26,0,0.494431,0.485833,0.507236
26,1,0.52026,0.498132,0.517767
26,2,0.495133,0.492522,0.495632
26,3,0.502013,0.495816,0.499948
26,4,0.493238,0.481381,0.50787
26,5,0.498056,0.5342,0.535918
26,6,0.493474,0.493317,0.502372
26,7,0.507148,0.491692,0.505607
26,8,0.496352,0.482845,0.5089
26,9,0.508774,0.501062,0.51138
26,10,0.498908,0.479573,0.510223
26,11,0.503644,0.487351,0.512029
26,12,0.515067,0.489393,0.494403
26,13,0.494869,0.501244,0.502892
26,14,0.527403,0.525947,0.500238
26,15,0.49619,0.509189,0.473752
26,16,0.515461,0.507078,0.500175
26,17,0.500084,0.489171,0.500355
26,18,0.497919,0.519215,0.500906
26,19,0.505641,0.491876,0.508532
26,20,0.50213,0.471565,0.478241
26,21,0.488596,0.509667,0.535367
26,22,0.500757,0.503195,0.503337
26,23,0.485343,0.530393,0.479638
26,24,0.499559,0.509349,0.520618
26,25,0.476423,0.494003,0.50139
26,26,0.474199,0.511326,0.483008
26,27,0.500678,0.5056,0.497165
26,28,0.499441,0.496447,0.507383
26,29,0.49922,0.509981,0.506053
26,30,0.507381,0.500877,0.502448
26,31,0.502436,0.494738,0.487793
26,32,0.515438,0.513817,0.529118
26,33,0.495678,0.550713,0.522678
26,34,0.463207,0.488337,0.500059
26,35,0.484692,0.496313,0.513896
26,36,0.50395,0.498474,0.50707
26,37,0.498345,0.48704,0.507005
26,38,0.501831,0.490867,0.504199
26,39,0.499427,0.539274,0.488801
26,40,0.537514,0.539649,0.501631
26,41,0.495221,0.487885,0.500632
26,42,0.506027,0.497931,0.509791
26,43,0.495389,0.498521,0.508968
26,44,0.494238,0.506853,0.486557
26,45,0.509611,0.487159,0.498507
26,46,0.495849,0.499131,0.513381
26,47,0.493899,0.506643,0.490654
26,48,0.500653,0.495085,0.503181
26,49,0.50601,0.489153,0.500518
26,50,0.503852,0.488372,0.503214
26,51,0.503264,0.552357,0.500103
26,52,0.514244,0.508982,0.507091
26,53,0.516328,0.487347,0.499437
26,54,0.500632,0.513651,0.504102
26,55,0.503472,0.479972,0.506738
26,56,0.513798,0.493834,0.494107
26,57,0.524723,0.52629,0.515915
26,58,0.510277,0.497609,0.498955
26,59,0.519674,0.560077,0.475924
26,60,0.482063,0.555861,0.486916
26,61,0.528544,0.539179,0.521014
26,62,0.507043,0.497589,0.49974
26,63,0.491095,0.513867,0.501821
26,64,0.525897,0.517363,0.488619
26,65,0.500101,0.465879,0.535608
26,66,0.487011,0.470587,0.48748
26,67,0.508454,0.509788,0.503232
26,68,0.507924,0.537242,0.521128
26,69,0.499809,0.488012,0.532988
26,70,0.494733,0.495229,0.506579
26,71,0.464235,0.541076,0.493962
26,72,0.513914,0.500187,0.50461
26,73,0.504259,0.497912,0.505105
26,74,0.508397,0.49277,0.504991
26,75,0.531943,0.508049,0.505165
26,76,0.510581,0.515771,0.505516
26,77,0.503348,0.483858,0.504343
26,78,0.487342,0.50194,0.497565
26,79,0.500052,0.499961,0.503059
26,80,0.502231,0.499434,0.500323
26,81,0.485061,0.472885,0.503058
26,82,0.461974,0.441382,0.519714
26,83,0.502509,0.488909,0.502563
26,84,0.504213,0.491036,0.503782
26,85,0.509413,0.493431,0.502102
26,86,0.501115,0.489342,0.511063
26,87,0.496395,0.506795,0.508582
26,88,0.518629,0.500282,0.502072
26,89,0.490787,0.510532,0.490862
26,90,0.505164,0.502073,0.500649
26,91,0.491564,0.495682,0.519759
26,92,0.493957,0.469213,0.530986
26,93,0.504535,0.503345,0.508209
26,94,0.583357,0.512238,0.518016
26,95,0.481798,0.492253,0.501064
26,96,0.505434,0.492048,0.500582
26,97,0.49087,0.496001,0.501709
26,98,0.470292,0.509768,0.496564
26,99,0.516516,0.505348,0.511796
27,0,0.494548,0.484855,0.505991
27,1,0.520557,0.498748,0.518194
27,2,0.494783,0.492454,0.496248
27,3,0.502294,0.495566,0.500171
27,4,0.492689,0.481238,0.507682
27,5,0.498769,0.533957,0.535666
27,6,0.49426,0.493453,0.502475
27,7,0.507039,0.491406,0.506264
27,8,0.496909,0.482521,0.509352
27,9,0.509163,0.501979,0.512313
27,10,0.498776,0.478421,0.510666
27,11,0.503984,0.487738,0.511951
27,12,0.515216,0.488429,0.494455
27,13,0.495063,0.500779,0.503107
27,14,0.527096,0.525406,0.499746
27,15,0.49627,0.509199,0.474091
27,16,0.515848,0.507398,0.500029
27,17,0.500197,0.489858,0.500217
27,18,0.498463,0.519298,0.501003
27,19,0.5061,0.492202,0.508679
27,20,0.502412,0.470875,0.478003
27,21,0.488599,0.510168,0.536167
27,22,0.500361,0.502945,0.503293
27,23,0.485064,0.531146,0.479148
27,24,0.500509,0.509375,0.521686
27,25,0.476031,0.494343,0.501627
27,26,0.473558,0.51155,0.482756
27,27,0.501362,0.506951,0.496578
27,28,0.499608,0.496389,0.507444
27,29,0.498895,0.509576,0.505432
27,30,0.507312,0.500961,0.50275
27,31,0.502471,0.494335,0.488414
27,32,0.514598,0.513672,0.528764
27,33,0.495606,0.552258,0.523171
27,34,0.461697,0.488096,0.5001
27,35,0.484719,0.495276,0.51407
27,36,0.503774,0.498476,0.506622
27,37,0.497735,0.486987,0.506824
27,38,0.501524,0.490824,0.503598
27,39,0.499105,0.540134,0.488673
27,40,0.53863,0.540751,0.501784
27,41,0.496062,0.488375,0.501653
27,42,0.506283,0.497459,0.50956
27,43,0.495315,0.498592,0.508781
27,44,0.494683,0.507265,0.486474
27,45,0.510241,0.48751,0.49835
27,46,0.496838,0.499935,0.51378
27,47,0.49356,0.506804,0.491322
27,48,0.500229,0.494657,0.502802
27,49,0.505977,0.488752,0.500724
27,50,0.504282,0.487287,0.503069
27,51,0.503316,0.553724,0.500005
27,52,0.513738,0.509195,0.507268
27,53,0.516963,0.486357,0.49966
27,54,0.500903,0.513215,0.504169
27,55,0.503709,0.479509,0.506926
27,56,0.513366,0.49391,0.49449
27,57,0.52498,0.526786,0.516073
27,58,0.510205,0.497265,0.499213
27,59,0.520445,0.561981,0.475449
27,60,0.481482,0.557575,0.486508
27,61,0.529339,0.540334,0.521482
27,62,0.506939,0.497591,0.499513
27,63,0.49061,0.513912,0.502281
27,64,0.526549,0.517843,0.488693
27,65,0.500159,0.464792,0.536412
27,66,0.487029,0.470354,0.487377
27,67,0.508971,0.509803,0.50407
27,68,0.508353,0.538168,0.521472
27,69,0.499716,0.488556,0.534062
27,70,0.49552,0.494944,0.506952
27,71,0.463002,0.541997,0.493776
27,72,0.514194,0.500546,0.504279
27,73,0.5043,0.497743,0.50424
27,74,0.508881,0.492944,0.505364
27,75,0.532545,0.508106,0.505339
27,76,0.510791,0.515739,0.505418
27,77,0.504402,0.483226,0.505122
27,78,0.486862,0.50204,0.497679
27,79,0.500067,0.498921,0.503211
27,80,0.503021,0.499508,0.501218
27,81,0.484693,0.472553,0.50329
27,82,0.460782,0.439454,0.52035
27,83,0.501349,0.488848,0.502674
27,84,0.504083,0.491453,0.504774
27,85,0.508822,0.493355,0.502868
27,86,0.501233,0.489275,0.511148
27,87,0.496623,0.507061,0.508272
27,88,0.518394,0.500034,0.502385
27,89,0.490836,0.511211,0.49125
27,90,0.504412,0.50124,0.500543
27,91,0.4924,0.495685,0.519656
27,92,0.493775,0.469742,0.530573
27,93,0.504535,0.502534,0.508232
27,94,0.582912,0.512241,0.51782
27,95,0.481187,0.491556,0.501668
27,96,0.505095,0.492037,0.501103
27,97,0.491783,0.495445,0.501693
27,98,0.468821,0.510399,0.496833
27,99,0.516269,0.50557,0.511724
28,0,0.494749,0.483928,0.504755
28,1,0.520824,0.499369,0.51859
28,2,0.494479,0.492387,0.496933
28,3,0.502557,0.495285,0.500398
28,4,0.492177,0.48117,0.507509
28,5,0.499484,0.533705,0.535403
28,6,0.495125,0.493571,0.502586
28,7,0.506906,0.491187,0.506935
28,8,0.497488,0.482248,0.509769
28,9,0.509515,0.502872,0.513201
28,10,0.498667,0.477321,0.511074
28,11,0.504307,0.48817,0.511781
28,12,0.515325,0.487507,0.49455
28,13,0.495309,0.500258,0.503329
28,14,0.526775,0.52485,0.499259
28,15,0.496352,0.509201,0.474453
28,16,0.516183,0.507703,0.499899
28,17,0.500284,0.490613,0.500092
28,18,0.499021,0.519336,0.5011
28,19,0.506542,0.492544,0.508734
28,20,0.502692,0.470202,0.477784
28,21,0.488611,0.510662,0.536948
28,22,0.499962,0.502619,0.503252
28,23,0.484791,0.531887,0.478668
28,24,0.50146,0.509374,0.522719
28,25,0.475671,0.494682,0.501863
28,26,0.472933,0.511769,0.482517
28,27,0.502041,0.508257,0.496052
28,28,0.499854,0.496314,0.507514
28,29,0.498594,0.50912,0.504812
28,30,0.507239,0.500968,0.503056
28,31,0.502502,0.493937,0.489108
28,32,0.513748,0.513515,0.528382
28,33,0.495536,0.55379,0.523659
28,34,0.460212,0.487862,0.500141
28,35,0.484806,0.494237,0.514217
28,36,0.503582,0.498447,0.506178
28,37,0.497206,0.486985,0.506652
28,38,0.501192,0.490847,0.50301
28,39,0.498784,0.540981,0.48855
28,40,0.539738,0.541843,0.501939
28,41,0.496986,0.488916,0.502683
28,42,0.50652,0.496974,0.509237
28,43,0.495284,0.498661,0.508528
28,44,0.495142,0.507662,0.486436
28,45,0.510832,0.487904,0.498237
28,46,0.497866,0.500715,0.514125
28,47,0.493235,0.50695,0.492037
28,48,0.499787,0.494198,0.502427
28,49,0.505919,0.488418,0.500944
28,50,0.504687,0.486269,0.502938
28,51,0.503367,0.555077,0.499908
28,52,0.513202,0.50936,0.507448
28,53,0.517542,0.48539,0.499902
28,54,0.501177,0.512708,0.50424
28,55,0.503928,0.479156,0.507122
28,56,0.512883,0.493976,0.494927
28,57,0.525224,0.527272,0.516222
28,58,0.510082,0.496913,0.499525
28,59,0.521213,0.563878,0.474978
28,60,0.480905,0.55928,0.486103
28,61,0.530126,0.541478,0.521944
28,62,0.506836,0.497589,0.499374
28,63,0.490164,0.513926,0.502738
28,64,0.527186,0.518313,0.48878
28,65,0.500215,0.463718,0.537203
28,66,0.48706,0.470141,0.487292
28,67,0.509459,0.509771,0.504911
28,68,0.508781,0.539079,0.521809
28,69,0.499628,0.489105,0.535109
28,70,0.496385,0.494641,0.507334
28,71,0.461778,0.542911,0.493591
28,72,0.514419,0.500868,0.503953
28,73,0.504324,0.497542,0.503379
28,74,0.509276,0.49312,0.505726
28,75,0.533122,0.508158,0.505514
28,76,0.510988,0.515659,0.505321
28,77,0.505438,0.482704,0.505907
28,78,0.486426,0.502124,0.497814
28,79,0.500064,0.497849,0.503368
28,80,0.503794,0.49955,0.502118
28,81,0.484346,0.472256,0.503522
28,82,0.459594,0.437532,0.520984
28,83,0.500164,0.488855,0.502799
28,84,0.503927,0.491936,0.505779
28,85,0.50814,0.493283,0.503624
28,86,0.501335,0.489251,0.51114
28,87,0.496887,0.507284,0.507918
28,88,0.518091,0.499783,0.502701
28,89,0.490904,0.51187,0.491661
28,90,0.503656,0.500332,0.500441
28,91,0.49326,0.49569,0.519499
28,92,0.493597,0.470288,0.530142
28,93,0.504527,0.501677,0.508195
28,94,0.582462,0.512243,0.517624
28,95,0.480618,0.490873,0.502273
28,96,0.504731,0.492093,0.501638
28,97,0.492777,0.494879,0.501684
28,98,0.46737,0.511022,0.497105
28,99,0.515974,0.505781,0.511625
29,0,0.495004,0.483067,0.503532
29,1,0.521061,0.499996,0.518955
29,2,0.49422,0.492324,0.497698
29,3,0.502791,0.494975,0.500633
29,4,0.491706,0.481159,0.507345
29,5,0.500202,0.533444,0.53513
29,6,0.496073,0.493675,0.502705
29,7,0.506745,0.491041,0.507617
29,8,0.498088,0.482027,0.510152
29,9,0.509828,0.503741,0.514049
29,10,0.498579,0.476272,0.511447
29,11,0.504611,0.48865,0.511523
29,12,0.515392,0.486628,0.494687
29,13,0.495624,0.499702,0.503559
29,14,0.526442,0.524278,0.498775
29,15,0.496437,0.509197,0.47484
29,16,0.51648,0.50799,0.49979
29,17,0.500344,0.49144,0.499978
29,18,0.49959,0.519326,0.501196
29,19,0.506963,0.492876,0.508693
29,20,0.502969,0.469547,0.477585
29,21,0.488631,0.51115,0.537711
29,22,0.49958,0.502219,0.503214
29,23,0.484523,0.532617,0.478199
29,24,0.50241,0.509345,0.523717
29,25,0.475342,0.49502,0.502099
29,26,0.472322,0.511983,0.482291
29,27,0.502714,0.509517,0.495574
29,28,0.500182,0.496226,0.50759
29,29,0.498318,0.508607,0.504191
29,30,0.507154,0.500896,0.503368
29,31,0.50253,0.493543,0.489876
29,32,0.512887,0.513347,0.527973
29,33,0.495469,0.555312,0.524143
29,34,0.458748,0.487634,0.500181
29,35,0.484957,0.493199,0.514334
29,36,0.503359,0.498389,0.505741
29,37,0.496755,0.487043,0.50649
29,38,0.500833,0.490945,0.502434
29,39,0.498464,0.541815,0.488432
29,40,0.540837,0.542928,0.502093
29,41,0.497987,0.489517,0.503723
29,42,0.506736,0.49648,0.508819
29,43,0.495299,0.498729,0.508203
29,44,0.495609,0.508041,0.486438
29,45,0.51138,0.488339,0.498167
29,46,0.498929,0.501452,0.51442
29,47,0.492927,0.507072,0.492801
29,48,0.499379,0.493719,0.502058
29,49,0.505833,0.488157,0.501175
29,50,0.505064,0.485325,0.502818
29,51,0.503418,0.556418,0.499812
29,52,0.512635,0.509478,0.507631
29,53,0.518063,0.48445,0.500152
29,54,0.501454,0.512132,0.504311
29,55,0.504128,0.478907,0.507323
29,56,0.512347,0.494035,0.495418
29,57,0.525457,0.527749,0.516364
29,58,0.509907,0.496553,0.499892
29,59,0.52198,0.565769,0.474511
29,60,0.480332,0.560975,0.4857
29,61,0.530906,0.542609,0.522401
29,62,0.506728,0.497584,0.49933
29,63,0.489758,0.513907,0.50319
29,64,0.527809,0.518774,0.488881
29,65,0.500268,0.462656,0.537982
29,66,0.487102,0.469948,0.487224
29,67,0.509915,0.509692,0.505755
29,68,0.509207,0.539976,0.522139
29,69,0.499543,0.489659,0.536129
29,70,0.497333,0.494324,0.507723
29,71,0.460561,0.543817,0.493406
29,72,0.514587,0.501158,0.503633
29,73,0.504319,0.497313,0.502525
29,74,0.509576,0.493299,0.506079
29,75,0.533675,0.508204,0.505688
29,76,0.511162,0.515531,0.505226
29,77,0.506456,0.482286,0.506698
29,78,0.486036,0.502194,0.497973
29,79,0.500031,0.496748,0.503531
29,80,0.504537,0.499563,0.503024
29,81,0.48402,0.471988,0.503755
29,82,0.458409,0.435615,0.521617
29,83,0.499002,0.488929,0.502934
29,84,0.50374,0.49244,0.506794
29,85,0.507394,0.493198,0.504379
29,86,0.501418,0.489276,0.511044
29,87,0.49719,0.50745,0.507542
29,88,0.517715,0.499537,0.503016
29,89,0.490993,0.512511,0.492097
29,90,0.502876,0.499372,0.500344
29,91,0.494138,0.495695,0.519275
29,92,0.493423,0.470852,0.529692
29,93,0.504509,0.50077,0.508101
29,94,0.582006,0.512245,0.517426
29,95,0.480092,0.490203,0.50288
29,96,0.50434,0.492223,0.502184
29,97,0.493854,0.4943,0.501682
29,98,0.465938,0.511639,0.497379
29,99,0.515631,0.505978,0.511507
30,0,0.495286,0.482281,0.502321
30,1,0.521267,0.500623,0.519291
30,2,0.494005,0.492267,0.498548
30,3,0.502992,0.494645,0.500877
30,4,0.491276,0.481185,0.507185
30,5,0.500922,0.533173,0.534847
30,6,0.49711,0.493771,0.502833
30,7,0.50656,0.490962,0.50827
30,8,0.498707,0.481857,0.510502
30,9,0.5101,0.504585,0.514856
30,10,0.498503,0.475274,0.511798
30,11,0.504897,0.489183,0.511188
30,12,0.515414,0.485787,0.494866
30,13,0.496029,0.499138,0.503799
30,14,0.526097,0.523691,0.498296
30,15,0.496524,0.509186,0.47525
30,16,0.516747,0.508259,0.4997
30,17,0.500389,0.492332,0.499909
30,18,0.500172,0.519268,0.501289
30,19,0.507362,0.4932,0.508552
30,20,0.503244,0.468908,0.477404
30,21,0.48866,0.511631,0.538455
30,22,0.499243,0.501754,0.503178
30,23,0.484261,0.533337,0.477739
30,24,0.503363,0.509295,0.524684
30,25,0.475045,0.495358,0.502335
30,26,0.471726,0.512192,0.482078
30,27,0.503382,0.510733,0.495131
30,28,0.500541,0.496126,0.507676
30,29,0.498064,0.508034,0.503566
30,30,0.507053,0.500737,0.503689
30,31,0.502555,0.493151,0.490718
30,32,0.512014,0.513166,0.527535
30,33,0.495404,0.556824,0.524623
30,34,0.4573,0.487409,0.500222
30,35,0.485174,0.492159,0.514421
30,36,0.503104,0.498311,0.505314
30,37,0.496368,0.487165,0.506338
30,38,0.500444,0.491127,0.50187
30,39,0.498146,0.542636,0.488319
30,40,0.541928,0.544005,0.502249
30,41,0.499052,0.490181,0.504772
30,42,0.50693,0.495976,0.5083
30,43,0.495361,0.498796,0.507804
